../data/LibriSpeech/train-clean-100/458/126305/458-126305-0041_vad.wav 43
../data/LibriSpeech/train-clean-100/4051/11218/4051-11218-0009_vad.wav 136
../data/LibriSpeech/train-clean-100/7635/105409/7635-105409-0022_vad.wav 221
../data/LibriSpeech/train-clean-100/2836/5355/2836-5355-0005_vad.wav 104
../data/LibriSpeech/train-clean-100/2518/154826/2518-154826-0049_vad.wav 100
../data/LibriSpeech/train-clean-100/7226/86965/7226-86965-0007_vad.wav 210
../data/LibriSpeech/train-clean-100/8051/118101/8051-118101-0004_vad.wav 227
../data/LibriSpeech/train-clean-100/2416/152139/2416-152139-0054_vad.wav 97
../data/LibriSpeech/train-clean-100/3242/8112/3242-8112-0041_vad.wav 116
../data/LibriSpeech/train-clean-100/7635/105409/7635-105409-0039_vad.wav 221
../data/LibriSpeech/train-clean-100/8770/295463/8770-295463-0010_vad.wav 247
../data/LibriSpeech/train-clean-100/4406/16882/4406-16882-0011_vad.wav 147
../data/LibriSpeech/train-clean-100/587/41619/587-41619-0021_vad.wav 46
../data/LibriSpeech/train-clean-100/8580/287364/8580-287364-0018_vad.wav 242
../data/LibriSpeech/train-clean-100/696/93314/696-93314-0055_vad.wav 49
../data/LibriSpeech/train-clean-100/7780/274562/7780-274562-0040_vad.wav 222
../data/LibriSpeech/train-clean-100/4051/11218/4051-11218-0024_vad.wav 136
../data/LibriSpeech/train-clean-100/5049/25947/5049-25947-0073_vad.wav 159
../data/LibriSpeech/train-clean-100/446/123502/446-123502-0049_vad.wav 42
../data/LibriSpeech/train-clean-100/6019/3185/6019-3185-0087_vad.wav 181
../data/LibriSpeech/train-clean-100/328/129766/328-129766-0010_vad.wav 33
../data/LibriSpeech/train-clean-100/150/126107/150-126107-0011_vad.wav 14
../data/LibriSpeech/train-clean-100/5750/35690/5750-35690-0004_vad.wav 175
../data/LibriSpeech/train-clean-100/887/123290/887-123290-0028_vad.wav 53
../data/LibriSpeech/train-clean-100/7067/76048/7067-76048-0037_vad.wav 204
../data/LibriSpeech/train-clean-100/2196/174172/2196-174172-0018_vad.wav 93
../data/LibriSpeech/train-clean-100/1963/142776/1963-142776-0001_vad.wav 84
../data/LibriSpeech/train-clean-100/87/121553/87-121553-0100_vad.wav 9
../data/LibriSpeech/train-clean-100/3857/180923/3857-180923-0018_vad.wav 129
../data/LibriSpeech/train-clean-100/4853/29413/4853-29413-0026_vad.wav 155
../data/LibriSpeech/train-clean-100/27/123349/27-123349-0006_vad.wav 2
../data/LibriSpeech/train-clean-100/8609/283227/8609-283227-0017_vad.wav 243
../data/LibriSpeech/train-clean-100/1363/139304/1363-139304-0040_vad.wav 69
